ID,POL,GODINE,TIP,WiFi servis,Pogodnost dolaska/odlaska,Onlajn rezervisanje,Lokacija hotela,Usluga hrane,Komfor boravka,Zabava u zajednickim prostorijama,Usluga checkin i checkout,Drugi servisi,?isto?a,ZADOVOLJSTVO
71060,Male,62,academic,1,4,1,3,2,3,2,4,3,2,neutral or dissatisfied
50382,Male,32,personal,2,4,4,4,2,2,3,2,4,2,neutral or dissatisfied
69313,Male,16,academic,3,4,3,4,1,1,1,3,3,1,neutral or dissatisfied
67434,Male,48,aviation,2,5,5,5,4,4,2,1,2,4,neutral or dissatisfied
109042,Female,35,academic,3,3,4,3,5,5,5,3,5,3,satisfied
109375,Female,40,academic,3,3,3,3,2,5,3,4,3,4,satisfied
94099,Male,56,aviation,1,5,1,2,5,4,2,5,2,5,neutral or dissatisfied
1899,Male,32,personal,4,4,4,4,4,4,4,4,4,4,satisfied
28369,Female,31,academic,1,3,3,3,1,1,1,2,2,1,neutral or dissatisfied
51897,Male,54,business,1,1,1,1,5,4,4,2,4,2,satisfied
40354,Female,32,business,1,5,1,1,5,5,5,4,5,5,neutral or dissatisfied
19250,Female,52,tourism,5,1,1,1,1,4,4,2,4,3,satisfied
68807,Female,19,tourism,2,1,2,3,2,2,2,1,2,2,neutral or dissatisfied
13009,Male,34,academic,1,2,1,4,4,4,4,4,4,4,neutral or dissatisfied
80162,Male,22,academic,5,5,2,5,5,4,4,4,5,4,satisfied
121548,Female,69,personal,3,4,4,4,2,4,3,4,3,4,neutral or dissatisfied
94191,Female,40,business,1,1,1,1,3,4,5,5,5,3,satisfied
18579,Male,42,academic,1,1,1,1,2,1,1,1,1,3,neutral or dissatisfied
77453,Male,16,business,4,0,4,1,3,3,3,4,5,3,neutral or dissatisfied
45822,Female,61,business,2,4,2,5,5,5,4,3,4,4,neutral or dissatisfied
1197,Female,7,tourism,2,5,2,3,3,3,3,1,3,3,neutral or dissatisfied
106299,Male,46,business,3,3,3,3,4,5,5,5,5,5,satisfied
97612,Male,41,tourism,1,1,1,1,2,4,3,5,3,3,satisfied
1649,Male,77,personal,4,1,1,1,5,3,4,3,4,2,neutral or dissatisfied
3430,Female,50,academic,3,4,3,3,4,5,5,5,5,4,neutral or dissatisfied
49752,Female,38,academic,1,1,1,1,1,3,5,5,5,2,satisfied
29305,Male,41,academic,5,1,5,1,5,5,5,3,1,5,satisfied
80583,Female,13,academic,2,2,1,2,2,2,2,2,1,2,neutral or dissatisfied
94754,Female,38,tourism,3,3,3,3,3,3,3,1,3,3,neutral or dissatisfied
58116,Male,43,aviation,3,2,3,4,4,4,4,3,4,4,neutral or dissatisfied
50378,Female,24,tourism,4,0,4,4,3,1,3,4,5,3,satisfied
108762,Female,50,academic,4,4,4,4,3,4,4,4,4,4,satisfied
120835,Male,59,tourism,4,4,4,4,3,5,4,5,4,4,satisfied
84435,Female,46,business,1,1,1,1,5,4,3,4,3,5,satisfied
44088,Female,53,tourism,3,3,3,3,4,5,4,3,4,3,satisfied
40867,Male,37,academic,2,4,2,3,2,2,2,3,4,2,neutral or dissatisfied
91286,Male,40,aviation,4,4,4,4,3,5,5,5,5,5,satisfied
113149,Female,21,business,3,3,3,4,5,4,5,2,3,5,neutral or dissatisfied
60524,Female,36,personal,2,3,2,3,2,3,2,1,2,2,neutral or dissatisfied
127914,Female,25,tourism,3,0,3,2,2,2,2,4,4,2,neutral or dissatisfied
46764,Female,43,tourism,2,3,3,3,2,4,3,2,3,4,neutral or dissatisfied
75977,Male,36,academic,1,4,1,3,1,4,3,4,4,4,neutral or dissatisfied
85795,Female,27,personal,1,0,1,4,1,4,1,2,4,1,neutral or dissatisfied
57049,Female,53,academic,3,5,3,3,3,4,4,5,4,3,satisfied
39871,Male,45,personal,4,1,4,2,2,2,2,2,2,2,satisfied
5666,Male,24,tourism,5,0,5,2,5,5,5,4,5,5,satisfied
95384,Male,50,academic,4,4,4,2,3,3,3,3,4,3,neutral or dissatisfied
93077,Female,17,business,1,1,1,1,5,5,5,5,4,5,satisfied
127765,Female,68,aviation,3,0,3,1,5,4,4,4,4,5,neutral or dissatisfied
60256,Male,60,personal,3,1,3,3,2,2,2,1,4,2,neutral or dissatisfied
53311,Female,52,tourism,4,2,4,3,2,3,3,4,3,3,neutral or dissatisfied
30556,Female,49,academic,5,5,5,5,3,4,2,3,2,3,satisfied
64996,Male,24,business,4,0,4,3,2,2,2,3,1,2,neutral or dissatisfied
47799,Female,51,tourism,4,4,4,4,5,2,2,5,2,2,satisfied
28085,Male,29,aviation,2,2,2,3,2,1,2,1,4,2,neutral or dissatisfied
7915,Female,26,academic,4,2,4,2,5,5,5,1,2,5,neutral or dissatisfied
18532,Female,36,business,5,4,3,4,5,5,5,3,5,5,satisfied
87211,Female,56,personal,4,2,4,4,1,4,5,3,5,2,neutral or dissatisfied
40277,Male,60,tourism,2,4,2,3,4,4,4,3,5,4,neutral or dissatisfied
98386,Female,21,academic,1,1,1,3,3,4,3,1,4,3,neutral or dissatisfied
74857,Female,54,academic,2,2,2,2,3,4,4,4,4,3,satisfied
66016,Male,41,aviation,2,2,5,2,5,5,4,5,4,4,satisfied
37741,Female,32,tourism,3,4,3,3,2,2,2,5,4,2,neutral or dissatisfied
14974,Female,32,business,2,2,2,4,1,1,1,2,4,1,neutral or dissatisfied
23837,Female,43,personal,5,5,5,5,2,5,5,5,5,2,satisfied
34428,Female,28,academic,2,2,2,2,5,5,5,3,5,5,satisfied
118860,Male,12,academic,2,2,3,1,5,5,5,4,2,5,neutral or dissatisfied
70587,Female,40,tourism,2,1,1,1,2,2,2,2,3,2,neutral or dissatisfied
79644,Male,52,tourism,5,1,1,1,4,4,4,5,5,4,satisfied
126457,Male,23,academic,5,5,5,5,4,4,4,4,4,4,satisfied
26558,Male,47,tourism,5,5,5,5,3,5,5,4,5,3,satisfied
79797,Female,47,aviation,3,3,3,3,5,4,4,4,4,5,satisfied
121380,Male,54,aviation,4,2,2,2,4,3,4,1,4,2,neutral or dissatisfied
1248,Female,29,academic,4,4,4,1,2,2,2,3,5,2,neutral or dissatisfied
34685,Female,38,academic,0,4,0,4,5,4,4,1,4,3,satisfied
115389,Male,43,business,3,5,3,5,3,4,3,3,3,3,neutral or dissatisfied
13864,Female,54,personal,4,4,4,4,1,2,4,4,4,4,satisfied
43690,Female,54,tourism,4,1,1,1,2,5,4,1,4,1,satisfied
7931,Female,54,aviation,1,4,1,4,5,3,5,4,5,3,neutral or dissatisfied
129496,Male,7,aviation,2,5,1,2,2,2,2,3,5,2,neutral or dissatisfied
60142,Male,38,academic,2,3,5,5,2,2,2,2,1,2,satisfied
77927,Male,21,tourism,2,4,2,2,3,3,3,5,5,3,neutral or dissatisfied
64933,Male,37,business,2,5,5,5,4,3,2,1,2,4,neutral or dissatisfied
105235,Male,33,tourism,3,4,3,1,5,5,5,4,4,5,neutral or dissatisfied
116113,Male,12,tourism,5,5,2,3,4,4,4,3,4,4,satisfied
94222,Female,46,business,3,3,3,3,4,5,4,5,4,5,satisfied
2782,Male,49,business,3,3,3,3,4,4,4,4,4,4,satisfied
65988,Male,58,tourism,1,0,0,2,4,2,4,2,3,4,neutral or dissatisfied
78410,Female,20,academic,3,1,1,1,3,3,3,1,4,3,neutral or dissatisfied
89994,Male,40,personal,4,4,4,4,5,4,4,5,4,5,satisfied
94533,Male,59,tourism,5,5,5,5,3,5,5,4,5,3,satisfied
91297,Male,57,tourism,5,5,5,5,3,4,5,4,5,3,satisfied
101895,Male,40,academic,3,3,3,3,3,5,5,4,5,4,satisfied
83452,Male,59,business,3,3,3,3,5,4,4,4,4,4,satisfied
73651,Male,31,academic,2,1,5,5,3,2,3,1,4,3,neutral or dissatisfied
69661,Male,32,academic,2,2,2,2,5,5,3,5,3,5,satisfied
51866,Female,50,academic,2,4,2,2,4,4,3,4,3,5,neutral or dissatisfied
110398,Male,19,academic,2,2,2,1,1,3,1,3,4,1,neutral or dissatisfied
94809,Female,23,academic,4,4,4,3,3,3,3,2,4,3,neutral or dissatisfied
63154,Female,48,personal,4,4,4,4,3,5,5,5,5,3,satisfied
77002,Female,55,business,5,5,5,5,2,5,4,3,4,3,satisfied
127426,Male,21,academic,1,3,1,3,1,1,1,2,4,1,neutral or dissatisfied
127973,Male,48,academic,2,2,2,2,2,5,4,5,4,4,satisfied
47723,Male,46,business,2,2,1,2,4,4,4,5,4,3,satisfied
109480,Male,46,personal,1,1,1,1,3,5,4,3,4,3,satisfied
110145,Female,29,academic,1,1,1,1,3,3,3,3,4,3,satisfied
94613,Female,39,tourism,1,1,1,1,4,5,4,3,4,4,satisfied
104877,Female,14,academic,1,1,1,2,1,1,1,3,4,1,neutral or dissatisfied
82157,Male,30,academic,2,1,2,3,2,2,2,1,2,2,neutral or dissatisfied
7950,Female,40,academic,1,1,1,1,3,4,5,4,5,5,satisfied
113269,Male,59,academic,4,4,3,4,4,5,4,3,4,4,satisfied
44337,Male,39,academic,1,4,4,4,1,1,1,4,3,1,neutral or dissatisfied
24677,Female,24,academic,5,5,2,5,4,4,4,2,2,4,satisfied
88525,Female,31,academic,2,5,2,4,5,5,5,4,5,5,neutral or dissatisfied
80068,Female,24,business,1,1,1,1,4,4,4,4,5,4,satisfied
21463,Male,59,academic,1,1,1,1,1,4,4,5,4,3,satisfied
19611,Male,43,academic,2,4,4,4,2,2,2,4,2,2,neutral or dissatisfied
8396,Male,36,personal,2,5,5,5,5,3,2,4,2,3,neutral or dissatisfied
57806,Male,38,academic,2,2,2,4,1,5,1,1,3,1,neutral or dissatisfied
89633,Male,57,academic,1,1,1,1,2,5,5,4,5,5,satisfied
117158,Male,61,tourism,4,3,4,3,3,3,3,4,3,3,neutral or dissatisfied
51179,Female,38,tourism,5,2,3,2,5,5,5,2,2,5,satisfied
121592,Male,25,academic,0,3,1,2,3,2,3,5,1,3,satisfied
26846,Male,54,academic,5,5,5,5,3,3,4,2,4,3,satisfied
78645,Male,7,personal,4,5,5,5,4,1,4,1,3,4,neutral or dissatisfied
49578,Male,55,academic,4,4,4,4,4,4,5,3,5,4,satisfied
114752,Male,55,tourism,3,4,3,3,5,4,4,4,4,5,satisfied
97661,Female,25,academic,1,1,3,1,5,5,5,4,4,5,satisfied
17003,Male,68,aviation,1,3,1,4,3,4,3,1,2,3,neutral or dissatisfied
96000,Male,57,personal,1,1,1,1,5,5,5,4,5,4,satisfied
81671,Male,27,personal,4,3,3,3,5,5,5,5,4,5,neutral or dissatisfied
16733,Male,69,academic,2,2,2,2,3,4,4,4,4,4,satisfied
96859,Male,31,personal,1,5,5,5,1,1,1,3,3,1,neutral or dissatisfied
15522,Female,54,aviation,5,3,3,3,5,1,4,2,4,5,satisfied
15707,Male,28,tourism,5,5,5,5,2,2,2,4,3,2,satisfied
26169,Male,27,aviation,2,2,2,2,4,4,4,4,2,4,neutral or dissatisfied
117399,Female,59,tourism,0,5,0,3,4,2,1,2,1,2,satisfied
121112,Male,47,tourism,3,3,3,3,4,4,4,4,3,4,satisfied
86708,Female,45,business,2,5,4,5,1,4,2,2,2,2,neutral or dissatisfied
90862,Female,29,tourism,3,1,3,4,3,3,3,1,4,3,neutral or dissatisfied
56038,Female,29,business,2,4,4,4,2,2,1,2,1,2,neutral or dissatisfied
1795,Male,60,business,4,4,5,4,4,4,4,4,4,4,satisfied
113760,Male,8,business,2,2,2,4,4,4,4,4,4,4,neutral or dissatisfied
68915,Male,47,business,4,4,5,1,5,5,5,3,2,5,neutral or dissatisfied
97465,Female,50,business,2,2,1,2,4,5,3,3,3,4,satisfied
3824,Female,77,aviation,3,1,2,1,5,3,3,4,3,4,neutral or dissatisfied
11908,Female,49,academic,3,3,3,3,2,4,5,5,5,5,satisfied
105842,Female,53,personal,5,5,5,5,5,4,4,5,4,3,satisfied
101058,Male,38,aviation,3,3,4,4,1,3,3,1,3,4,neutral or dissatisfied
52938,Female,27,tourism,4,4,4,4,4,4,4,4,2,4,satisfied
19954,Male,42,academic,3,1,3,2,2,1,2,3,2,2,neutral or dissatisfied
119198,Male,37,academic,4,4,4,4,5,4,5,5,5,3,satisfied
35083,Female,41,tourism,4,4,3,4,4,4,4,5,2,4,satisfied
27117,Female,38,tourism,1,1,1,1,5,5,2,5,3,5,satisfied
23412,Female,53,tourism,5,2,2,2,3,5,5,2,5,2,satisfied
35199,Female,27,business,3,3,3,3,5,5,5,2,1,5,satisfied
74002,Female,21,personal,1,2,1,3,1,1,1,3,3,1,neutral or dissatisfied
80664,Female,28,business,2,1,1,4,1,1,1,3,3,1,neutral or dissatisfied
105665,Male,45,business,3,3,3,3,5,5,4,3,4,4,satisfied
78730,Male,37,business,4,4,4,2,1,1,1,4,5,1,neutral or dissatisfied
9493,Female,64,tourism,1,0,0,4,4,4,4,3,4,4,neutral or dissatisfied
31012,Male,23,business,2,1,3,2,2,2,2,3,2,2,neutral or dissatisfied
18197,Female,32,business,5,2,2,2,5,5,5,1,4,5,satisfied
61346,Male,28,business,3,3,3,3,2,2,2,3,5,2,satisfied
42800,Male,36,business,4,4,4,4,5,2,3,1,3,1,satisfied
57618,Female,43,business,5,2,5,5,5,5,4,4,4,5,satisfied
53282,Male,34,business,3,3,3,3,4,4,4,2,4,1,satisfied
115578,Female,16,business,5,4,5,3,5,5,5,3,4,5,satisfied
115438,Female,48,business,2,2,2,2,5,4,2,2,2,1,neutral or dissatisfied
101251,Female,50,business,2,3,2,3,2,4,2,1,2,2,neutral or dissatisfied
13475,Male,38,tourism,2,3,3,3,2,2,2,2,4,2,neutral or dissatisfied
40749,Male,42,academic,3,3,3,3,2,5,5,1,5,4,satisfied
63502,Female,27,academic,4,5,5,3,2,1,2,3,5,2,satisfied
11885,Female,48,tourism,3,3,3,3,2,5,4,4,4,5,satisfied
5963,Female,25,tourism,4,3,4,4,5,5,5,1,4,5,neutral or dissatisfied
62154,Male,25,academic,5,5,5,4,2,2,2,5,5,2,satisfied
102580,Male,30,academic,2,1,4,1,2,2,2,4,4,2,neutral or dissatisfied
72342,Male,45,tourism,1,1,1,1,1,1,1,1,1,1,neutral or dissatisfied
113141,Male,24,aviation,4,0,4,3,3,3,3,3,5,3,satisfied
124672,Female,34,business,3,3,3,5,2,2,2,5,4,2,neutral or dissatisfied
97608,Male,17,academic,2,4,4,4,2,3,2,3,3,2,neutral or dissatisfied
91139,Female,37,academic,4,5,4,2,2,3,2,4,4,2,neutral or dissatisfied
98622,Female,14,business,1,1,1,4,2,3,2,3,4,2,neutral or dissatisfied
70381,Male,39,personal,1,1,1,1,3,4,3,5,3,4,satisfied
89223,Female,19,tourism,2,3,2,3,4,4,4,3,5,4,neutral or dissatisfied
56390,Male,7,aviation,2,1,2,3,4,4,4,3,2,4,neutral or dissatisfied
23811,Female,19,aviation,4,5,4,4,4,4,4,3,4,4,neutral or dissatisfied
21655,Female,26,aviation,2,2,2,4,1,1,1,3,4,1,neutral or dissatisfied
79810,Female,16,personal,4,4,4,3,1,1,1,4,4,1,neutral or dissatisfied
4375,Female,30,academic,4,1,1,1,4,4,4,2,4,4,neutral or dissatisfied
50592,Male,16,academic,1,4,1,2,2,2,2,4,4,2,neutral or dissatisfied
67491,Female,45,business,5,5,5,5,2,5,5,4,5,3,satisfied
115676,Female,53,academic,1,1,1,1,3,4,4,3,4,5,satisfied
50111,Male,59,tourism,2,1,3,1,2,2,2,4,3,2,neutral or dissatisfied
14912,Male,12,personal,4,3,4,3,2,2,2,1,3,2,neutral or dissatisfied
78820,Female,21,academic,3,3,3,4,4,4,4,3,4,4,neutral or dissatisfied
23287,Female,29,personal,2,2,2,2,5,5,5,5,3,5,satisfied
45340,Female,22,academic,1,1,1,1,4,4,4,2,4,4,satisfied
127317,Male,31,tourism,1,2,1,3,4,4,4,4,3,4,neutral or dissatisfied
123434,Male,11,academic,3,4,3,4,3,3,2,3,3,3,neutral or dissatisfied
113732,Male,58,academic,2,5,2,3,4,4,4,3,4,4,neutral or dissatisfied
21272,Male,51,business,4,2,2,2,4,4,4,1,5,4,satisfied
104974,Male,63,tourism,2,4,4,4,2,2,2,2,2,4,neutral or dissatisfied
73647,Male,22,academic,2,0,2,1,1,1,1,3,5,1,neutral or dissatisfied
76151,Female,44,academic,1,1,3,1,4,4,5,4,5,5,satisfied
128791,Male,60,tourism,3,3,5,3,5,5,5,5,3,5,satisfied
104244,Male,23,aviation,2,2,2,2,1,1,1,5,5,1,neutral or dissatisfied
36278,Male,49,business,3,5,3,4,5,5,5,5,5,5,neutral or dissatisfied
20350,Female,30,business,4,4,3,4,4,4,4,1,3,4,neutral or dissatisfied
29189,Male,26,business,4,4,4,3,2,1,2,3,5,2,neutral or dissatisfied
52405,Male,67,tourism,2,4,0,5,2,3,2,3,5,2,neutral or dissatisfied
75624,Female,57,business,1,1,1,1,5,4,4,4,4,4,satisfied
93040,Male,59,academic,3,1,2,1,2,3,3,2,3,2,neutral or dissatisfied
63188,Male,30,aviation,1,1,1,1,5,5,5,4,5,5,satisfied
51495,Male,18,academic,3,4,3,3,3,3,3,4,4,3,neutral or dissatisfied
50629,Female,38,tourism,2,3,2,3,3,3,3,4,4,3,neutral or dissatisfied
100830,Male,35,tourism,1,1,1,1,4,5,5,4,5,5,satisfied
55271,Female,47,business,5,5,5,5,4,4,5,3,5,3,satisfied
23226,Female,47,aviation,4,4,5,4,3,5,4,3,4,4,satisfied
117104,Male,21,tourism,5,2,2,2,5,3,5,4,2,5,satisfied
22397,Female,36,academic,1,3,3,3,1,1,1,3,4,1,neutral or dissatisfied
31353,Male,38,tourism,5,5,5,5,5,5,5,2,5,5,satisfied
32287,Male,51,tourism,0,3,1,3,5,4,3,4,3,5,satisfied
119724,Male,44,personal,4,4,1,4,5,3,4,4,4,3,neutral or dissatisfied
103393,Female,63,aviation,3,3,3,3,3,4,5,4,5,5,satisfied
91552,Female,31,tourism,2,3,2,4,5,5,5,3,4,5,neutral or dissatisfied
117369,Male,14,academic,2,2,2,3,3,3,3,4,3,3,neutral or dissatisfied
34345,Female,26,tourism,2,3,3,3,2,2,2,1,3,2,neutral or dissatisfied
113143,Male,39,aviation,3,3,3,3,3,4,5,4,5,4,satisfied
23501,Male,54,personal,4,1,1,1,3,3,3,3,2,3,satisfied
2899,Male,40,aviation,2,3,2,3,5,5,5,2,3,5,neutral or dissatisfied
8980,Female,43,personal,2,3,3,3,4,3,2,3,2,2,neutral or dissatisfied
105010,Male,60,business,3,2,3,3,3,4,5,3,5,3,satisfied
2122,Female,57,personal,2,2,2,2,2,5,5,3,5,3,satisfied
90617,Male,42,tourism,1,1,3,1,4,4,2,4,2,3,satisfied
29570,Male,24,tourism,5,5,5,5,5,5,5,5,5,5,satisfied
123914,Female,22,business,2,1,2,4,1,1,1,3,4,1,neutral or dissatisfied
35591,Female,20,tourism,3,4,2,4,3,2,3,1,4,3,neutral or dissatisfied
100507,Female,25,academic,4,0,4,3,4,4,4,4,3,4,neutral or dissatisfied
120891,Female,29,business,0,0,0,2,2,2,2,5,5,2,satisfied
48371,Female,53,tourism,4,5,5,5,1,4,4,2,4,1,neutral or dissatisfied
85876,Female,43,academic,3,3,3,3,2,4,5,4,5,5,satisfied
127480,Female,72,academic,2,2,2,2,5,5,4,3,4,3,satisfied
122047,Female,61,academic,1,1,1,1,4,3,2,4,2,3,neutral or dissatisfied
55398,Male,30,tourism,4,4,4,4,2,2,2,3,3,2,neutral or dissatisfied
12617,Male,11,academic,3,2,2,4,1,1,1,3,1,1,neutral or dissatisfied
45092,Male,35,personal,4,5,4,5,4,4,4,3,4,4,neutral or dissatisfied
10996,Female,41,aviation,2,2,2,3,5,5,5,1,3,5,neutral or dissatisfied
49033,Female,23,tourism,3,3,3,1,3,2,1,2,5,2,neutral or dissatisfied
93149,Female,41,business,3,3,3,3,3,3,3,2,4,3,neutral or dissatisfied
63316,Female,20,aviation,4,1,4,4,3,3,3,1,4,3,neutral or dissatisfied
82175,Female,49,business,1,5,2,2,3,2,1,1,1,1,neutral or dissatisfied
38920,Male,30,personal,5,1,3,3,5,5,5,2,5,5,satisfied
74644,Female,14,business,3,4,3,3,3,1,5,1,3,1,neutral or dissatisfied
46978,Male,21,business,1,1,1,2,4,4,4,5,5,4,neutral or dissatisfied
112230,Female,36,academic,3,5,4,2,1,4,1,4,1,1,neutral or dissatisfied
49054,Male,41,academic,5,1,1,1,5,5,5,1,3,5,satisfied
13947,Male,61,aviation,3,2,2,2,3,3,3,2,3,2,neutral or dissatisfied
81210,Female,51,academic,5,5,5,5,4,5,4,3,4,5,satisfied
68218,Female,33,tourism,2,3,3,2,1,2,1,5,5,1,neutral or dissatisfied
99226,Female,45,personal,4,2,4,4,5,5,5,4,5,4,satisfied
31818,Male,54,business,3,3,3,3,4,4,5,4,4,4,satisfied
49255,Male,47,academic,3,3,3,3,1,1,5,4,5,3,satisfied
26057,Male,68,business,4,4,4,4,4,4,4,3,3,4,neutral or dissatisfied
30638,Male,20,tourism,2,2,2,2,5,5,5,4,2,5,satisfied
12825,Male,24,academic,1,1,1,1,1,1,1,2,1,1,neutral or dissatisfied
59692,Male,41,tourism,1,5,1,3,1,1,1,4,5,1,neutral or dissatisfied
23255,Male,34,business,3,3,3,3,2,4,4,4,4,1,satisfied
34620,Female,22,tourism,3,5,3,1,4,4,4,3,5,4,neutral or dissatisfied
68512,Male,31,business,3,4,3,2,4,4,4,3,4,4,neutral or dissatisfied
8588,Female,22,business,2,4,2,3,2,2,2,3,4,2,neutral or dissatisfied
68334,Male,35,tourism,4,4,4,3,5,5,2,5,2,3,neutral or dissatisfied
6134,Female,49,business,4,4,4,4,2,5,5,4,5,5,satisfied
38012,Female,25,business,3,3,5,3,5,5,5,1,3,5,satisfied
92881,Male,43,business,5,5,5,5,4,5,4,4,4,5,satisfied
52917,Male,16,tourism,5,1,1,1,5,5,5,1,3,5,satisfied
107561,Female,49,academic,4,4,4,4,1,4,4,4,4,4,satisfied
46721,Female,41,tourism,1,1,1,1,4,4,4,1,2,4,neutral or dissatisfied
121020,Male,18,tourism,4,3,4,3,4,4,4,1,4,4,satisfied
93143,Male,60,tourism,3,2,2,2,4,3,3,3,3,3,neutral or dissatisfied
80622,Female,56,aviation,3,3,3,3,5,4,4,4,4,4,satisfied
24633,Female,17,business,3,4,3,2,2,2,2,4,5,2,neutral or dissatisfied
39648,Male,14,academic,4,4,4,3,1,1,1,3,4,1,satisfied
49813,Female,31,personal,3,3,4,3,5,3,5,4,3,5,satisfied
119842,Female,22,aviation,4,1,5,5,4,3,4,1,4,4,neutral or dissatisfied
91891,Female,43,tourism,5,5,5,5,5,5,5,5,5,3,satisfied
18809,Male,59,tourism,2,0,2,1,3,1,3,2,3,3,neutral or dissatisfied
38827,Male,45,tourism,3,4,3,4,5,5,5,3,4,5,neutral or dissatisfied
72006,Female,43,business,2,3,3,3,5,2,2,1,2,2,neutral or dissatisfied
24973,Male,13,tourism,2,1,1,3,2,2,2,2,3,2,neutral or dissatisfied
99173,Female,14,tourism,1,5,2,3,1,1,1,3,5,1,neutral or dissatisfied
51580,Female,55,tourism,3,2,2,2,5,2,3,1,3,3,neutral or dissatisfied
95493,Female,27,academic,1,1,1,3,3,3,3,1,4,3,neutral or dissatisfied
49958,Male,36,academic,2,2,2,2,3,3,2,4,2,2,neutral or dissatisfied
9636,Female,25,tourism,4,3,4,3,4,4,4,4,4,4,neutral or dissatisfied
94828,Male,52,tourism,2,5,3,5,2,2,2,4,4,2,neutral or dissatisfied
127737,Female,55,aviation,2,2,3,2,1,3,2,2,2,1,neutral or dissatisfied
100519,Female,12,personal,0,2,0,2,2,2,2,4,1,2,satisfied
25024,Male,28,academic,2,1,1,1,2,2,2,2,4,2,neutral or dissatisfied
87435,Male,34,academic,2,2,2,2,3,4,4,3,4,3,satisfied
91980,Female,68,academic,3,5,3,4,5,3,5,2,5,5,neutral or dissatisfied
43653,Female,34,tourism,5,5,5,5,2,3,3,2,3,4,satisfied
24861,Male,38,academic,4,2,1,2,4,4,4,2,1,4,satisfied
97492,Female,54,academic,2,4,2,1,3,1,3,5,3,4,neutral or dissatisfied
19748,Female,46,aviation,2,1,2,2,3,4,5,3,5,5,satisfied
76244,Male,63,academic,1,1,1,2,3,3,3,2,2,3,neutral or dissatisfied
128599,Female,27,business,3,3,1,3,3,3,3,4,4,3,satisfied
12597,Male,62,aviation,2,3,2,1,1,1,1,4,2,1,neutral or dissatisfied
20798,Male,32,business,2,2,2,3,4,4,4,4,1,4,neutral or dissatisfied
39335,Female,55,personal,3,5,3,3,2,4,2,3,2,3,neutral or dissatisfied
82993,Female,59,academic,2,2,2,2,3,5,5,5,5,4,satisfied
111990,Female,70,academic,1,4,1,4,2,5,2,3,2,4,neutral or dissatisfied
100873,Female,12,business,3,5,3,1,3,3,3,5,5,3,neutral or dissatisfied
105138,Female,30,academic,4,2,2,2,4,4,4,1,3,4,neutral or dissatisfied
72052,Female,50,business,2,2,2,2,2,4,4,5,4,3,satisfied
52847,Male,53,aviation,1,4,1,3,3,2,3,3,4,3,neutral or dissatisfied
94788,Male,51,academic,2,2,2,2,3,5,4,4,4,3,satisfied
97299,Male,39,academic,1,1,4,1,5,5,4,5,4,4,satisfied
45520,Female,39,academic,3,3,3,3,4,3,5,3,5,3,satisfied
66856,Male,10,business,1,4,1,4,4,4,4,4,4,4,neutral or dissatisfied
94334,Male,53,personal,1,1,1,1,4,5,5,3,5,3,satisfied
12567,Female,55,academic,4,5,2,5,2,2,4,2,4,4,satisfied
122650,Male,60,aviation,5,5,5,5,5,4,5,3,5,4,satisfied
57837,Male,36,personal,5,5,4,5,3,4,4,5,4,5,satisfied
88464,Male,38,business,1,5,5,5,5,4,1,1,1,3,neutral or dissatisfied
82747,Male,19,tourism,0,2,0,4,3,3,3,4,4,3,satisfied
97155,Female,27,academic,3,3,3,4,2,2,2,2,4,2,neutral or dissatisfied
64209,Male,41,business,3,5,5,5,3,3,3,4,2,3,neutral or dissatisfied
121429,Female,24,academic,1,0,0,3,4,3,4,3,3,4,neutral or dissatisfied
124829,Male,42,aviation,3,4,3,2,1,1,1,5,4,1,neutral or dissatisfied
67031,Female,20,tourism,5,5,5,5,4,4,4,3,5,4,satisfied
102500,Female,38,personal,3,2,3,2,3,3,3,2,2,3,neutral or dissatisfied
85603,Female,72,aviation,1,3,3,3,2,4,1,3,1,1,neutral or dissatisfied
56072,Male,40,tourism,2,5,1,4,1,1,3,1,3,1,neutral or dissatisfied
126000,Male,19,personal,3,5,3,3,5,5,5,3,5,5,neutral or dissatisfied
52221,Female,30,academic,4,4,4,4,5,5,5,1,2,5,satisfied
26050,Female,39,business,1,1,1,1,1,5,2,4,2,1,satisfied
48208,Male,25,tourism,3,0,3,3,4,4,4,3,2,4,neutral or dissatisfied
79402,Female,43,tourism,2,3,4,4,2,2,2,2,2,2,neutral or dissatisfied
68174,Female,25,tourism,3,5,4,5,3,3,3,2,4,3,neutral or dissatisfied
47174,Male,15,business,2,4,2,4,1,1,1,4,4,1,neutral or dissatisfied
120471,Female,54,academic,1,3,1,4,1,1,4,2,4,2,neutral or dissatisfied
89562,Male,47,aviation,3,2,2,2,3,3,3,1,3,3,neutral or dissatisfied
19975,Male,12,tourism,3,5,3,2,2,2,2,3,5,2,neutral or dissatisfied
95994,Male,39,business,5,5,5,5,5,4,3,5,3,4,satisfied
70856,Female,49,business,5,5,5,5,4,5,4,3,4,5,satisfied
106983,Female,49,tourism,3,5,3,2,3,5,3,5,3,5,neutral or dissatisfied
107750,Female,58,business,2,5,2,3,2,4,2,4,2,4,neutral or dissatisfied
9194,Female,49,academic,4,1,1,1,3,3,4,3,4,1,neutral or dissatisfied
95897,Male,17,academic,2,5,2,1,3,3,3,3,3,3,neutral or dissatisfied
76894,Female,58,aviation,3,3,3,3,5,4,3,3,3,5,satisfied
